dataset,model,classes_subset,seed,method,nb_concepts,interpretation,prompt_type,specification,time,score,num_correct,num_valid,num_expected
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.3,3,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,0,10
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,3,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.3,3,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,3,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.23529411764705882,4,17,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.0,0,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.1,1,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.2857142857142857,4,14,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.8,8,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.8,8,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,SVD,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,0,20
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,C1,old_consim,2026-07-14T15:51:55.192259,,3,7,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.2222222222222222,4,18,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.2777777777777778,5,18,20
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.6,12,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.47368421052631576,9,19,20
E,B,"[0, 1, 2, 3, 4, 5]",4,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.1,1,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,NeuronsAs,,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.5,5,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,5,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,3,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,SVD,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.1875,3,16,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,0,20
E,B,"[0, 1, 2, 3, 4, 5]",5,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,C1,old_consim,2026-07-14T15:51:55.192259,,3,6,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.45,9,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.625,5,8,10
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.26666666666666666,4,15,20
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.7,7,10,10
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.6,12,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.65,13,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,NeuronsAs,,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,SVD,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",1,baseline,,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.6,12,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.6,12,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.0,0,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,1,6,10
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",6,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.4,4,10,10
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,0,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,C1,old_consim,2026-07-14T15:51:55.192259,,1,6,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,SVD,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.1,2,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",5,SemiNMF,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,baseline,18,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.15,3,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,NeuronsAs,,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.45,9,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,baseline,18,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,,topk,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",2,baseline,,topk,B2,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,0,10
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.7,7,10,10
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.2,2,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,AC2,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",7,BatchTopKSAE,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.6,6,10,10
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,C2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,6,,AB2,old_consim,2026-07-14T15:51:55.192259,0.2,4,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,6,,B2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,SemiNMF,18,topk,AC1,old_consim,2026-07-14T15:51:55.192259,0.35714285714285715,5,14,20
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,AC3,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,SemiNMF,18,topk,C1,old_consim,2026-07-14T15:51:55.192259,0.5,10,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,C3,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,SemiNMF,18,topk,AC2,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,AC1,old_consim,2026-07-14T15:51:55.192259,0.3,6,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",6,SemiNMF,18,topk,C2,old_consim,2026-07-14T15:51:55.192259,0.65,13,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,ClassesAs,6,,C1,old_consim,2026-07-14T15:51:55.192259,0.35,7,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,baseline,,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,AC3,old_consim,2026-07-14T15:51:55.192259,0.05,1,20,20
E,B,"[0, 1, 2, 3, 4, 5]",8,baseline,18,topk,AB1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",0,baseline,6,,AB1,old_consim,2026-07-14T15:51:55.192259,0.25,5,20,20
E,B,"[0, 1, 2, 3, 4, 5]",4,SVD,18,topk,C3,old_consim,2026-07-14T15:51:55.192259,0.55,11,20,20
E,B,"[0, 1, 2, 3, 4, 5]",3,NeuronsAs,,topk,AC1,old_consim,2026-07-14T15:51:55.192259,,0,1,20
E,B,"[0, 1, 2, 3, 4, 5]",8,baseline,18,topk,B1,old_consim,2026-07-14T15:51:55.192259,0.4,8,20,20
